                   ¹               t_otn                   U                   V                   R                 Phi               Psi_U               Psi_V               Psi_R             Psi_Phi                   H                Teta           Teta_grad               t_abs
                 790                0.79        -214.6015371         22744.59523     2.300150225e+11         3.562143483        -1845.212596         5291.577663     0.0005184279648                   0     1.770290581e-10       -0.7930650293        -45.43927913          27542333.5
                 791               0.791         -218.618006         22750.51679     2.300074706e+11          3.56559142        -1845.036804         5304.127473     0.0005193771585                   0     1.770315006e-10       -0.7926381455        -45.41482049         27577197.21
                 792               0.792        -222.5898165         22756.45499     2.299997793e+11         3.569040369        -1844.845466         5316.676122     0.0005203269979                   0     1.770343871e-10       -0.7922117291        -45.39038863         27612060.93
                 793               0.793        -226.5168967         22762.40969     2.299919505e+11         3.572490337        -1844.638559         5329.223541     0.0005212774767                   0     1.770374958e-10       -0.7917857766        -45.36598335         27646924.64
                 794               0.794        -230.3991748         22768.38074     2.299839854e+11         3.575941326         -1844.41606         5341.769658     0.0005222285888                   0     1.770401603e-10       -0.7913602848        -45.34160446         27681788.35
                 795               0.795        -234.2365794         22774.36799     2.299758858e+11         3.579393343        -1844.177944         5354.314404     0.0005231803277                   0     1.770430469e-10       -0.7909352502        -45.31725177         27716652.07
                 796               0.796        -238.0290392          22780.3713     2.299676532e+11         3.582846391        -1843.924189         5366.857707      0.000524132687                   0     1.770465996e-10       -0.7905106695        -45.29292509         27751515.78
                 797               0.797        -241.7764831         22786.39052     2.299592892e+11         3.586300475        -1843.654772         5379.399496     0.0005250856604                   0      1.77048598e-10       -0.7900865395        -45.26862423         27786379.49
                 798               0.798        -245.4788401         22792.42551     2.299507953e+11           3.5897556        -1843.369668         5391.939702     0.0005260392412                   0     1.770525948e-10       -0.7896628568          -45.244349         27821243.21
                 799               0.799        -249.1360399         22798.47611     2.299421731e+11         3.593211769        -1843.068855         5404.478252     0.0005269934231                   0     1.770552593e-10       -0.7892396182        -45.22009921         27856106.92
                 800                 0.8        -252.7480118         22804.54217     2.299334242e+11         3.596668988         -1842.75231         5417.015076     0.0005279481993                   0     1.770597002e-10       -0.7888168204        -45.19587469         27890970.63
                 801               0.801        -256.3146857         22810.62356     2.299245502e+11          3.60012726        -1842.420009         5429.550102     0.0005289035632                   0     1.770625868e-10       -0.7883944603        -45.17167523         27925834.35
                 802               0.802        -259.8359918         22816.72011     2.299155526e+11         3.603586589         -1842.07193         5442.083259     0.0005298595082                   0     1.770656954e-10       -0.7879725346        -45.14750067         27960698.06
                 803               0.803        -263.3118603         22822.83168      2.29906433e+11         3.607046981        -1841.708051         5454.614476     0.0005308160275                   0     1.770676938e-10       -0.7875510402        -45.12335082         27995561.77
                 804               0.804        -266.7422218         22828.95813     2.298971931e+11         3.610508438        -1841.328348         5467.143682     0.0005317731142                   0     1.770699143e-10       -0.7871299739         -45.0992255         28030425.49
                 805               0.805         -270.127007         22835.09929     2.298878343e+11         3.613970966        -1840.932798         5479.670803     0.0005327307616                   0     1.770739111e-10       -0.7867093325        -45.07512453          28065289.2
                 806               0.806        -273.4661471         22841.25502     2.298783583e+11         3.617434568         -1840.52138          5492.19577     0.0005336889626                   0     1.770763536e-10       -0.7862891131        -45.05104773         28100152.91
                 807               0.807        -276.7595733         22847.42517     2.298687667e+11         3.620899249        -1840.094071         5504.718509     0.0005346477105                   0     1.770796842e-10       -0.7858693124        -45.02699492         28135016.62
                 808               0.808        -280.0072173         22853.60959     2.298590611e+11         3.624365012        -1839.650849         5517.238949     0.0005356069981                   0     1.770810165e-10       -0.7854499275        -45.00296593         28169880.34
                 809               0.809        -283.2090108         22859.80812     2.298492431e+11         3.627831861        -1839.191692         5529.757018     0.0005365668184                   0     1.770839031e-10       -0.7850309552        -44.97896059         28204744.05
                 810                0.81        -286.3648861         22866.02061     2.298393142e+11           3.6312998        -1838.716577         5542.272644     0.0005375271642                   0     1.770867897e-10       -0.7846123926        -44.95497872         28239607.76
                 811               0.811        -289.4747753         22872.24692     2.298292761e+11         3.634768833        -1838.225483         5554.785753     0.0005384880285                   0     1.770892322e-10       -0.7841942367        -44.93102015         28274471.48
                 812               0.812        -292.5386114         22878.48688     2.298191304e+11         3.638238965        -1837.718388         5567.296275      0.000539449404                   0     1.770925628e-10       -0.7837764844        -44.90708471         28309335.19
                 813               0.813        -295.5563271         22884.74034     2.298088787e+11         3.641710198         -1837.19527         5579.804136     0.0005404112834                   0     1.770941171e-10       -0.7833591329        -44.88317223          28344198.9
                 814               0.814        -298.5278557         22891.00715     2.297985226e+11         3.645182536        -1836.656108         5592.309263     0.0005413736593                   0     1.770974478e-10       -0.7829421791        -44.85928254         28379062.62
                 815               0.815        -301.4531307         22897.28716     2.297880637e+11         3.648655983         -1836.10088         5604.811585     0.0005423365245                   0     1.771005564e-10       -0.7825256202        -44.83541547         28413926.33
                 816               0.816        -304.3320861         22903.58021     2.297775036e+11         3.652130544        -1835.529565         5617.311028     0.0005432998714                   0     1.771027769e-10       -0.7821094533        -44.81157086         28448790.04
                 817               0.817        -307.1646558         22909.88615     2.297668439e+11          3.65560622        -1834.942142         5629.807518     0.0005442636927                   0     1.771054414e-10       -0.7816936754        -44.78774854         28483653.76
                 818               0.818        -309.9507744         22916.20481     2.297560863e+11         3.659083016        -1834.338589         5642.300984     0.0005452279806                   0      1.77108106e-10       -0.7812782838        -44.76394836         28518517.47
                 819               0.819        -312.6903765         22922.53605     2.297452324e+11         3.662560936        -1833.718886         5654.791352     0.0005461927278                   0     1.771116587e-10       -0.7808632756        -44.74017014         28553381.18
                 820                0.82        -315.3833973          22928.8797     2.297342838e+11         3.666039982        -1833.083012         5667.278548     0.0005471579264                   0     1.771147673e-10        -0.780448648        -44.71641372          28588244.9
                 821               0.821         -318.029772         22935.23562      2.29723242e+11         3.669520158        -1832.430947         5679.762499     0.0005481235688                   0     1.771176539e-10       -0.7800343981        -44.69267896         28623108.61
                 822               0.822        -320.6294365         22941.60364     2.297121089e+11         3.673001468        -1831.762669         5692.243133     0.0005490896473                   0     1.771194302e-10       -0.7796205233        -44.66896568         28657972.32
                 823               0.823        -323.1823267         22947.98361     2.297008859e+11         3.676483915        -1831.078158         5704.720374      0.000550056154                   0     1.771216507e-10       -0.7792070208        -44.64527373         28692836.04
                 824               0.824         -325.688379         22954.37536     2.296895748e+11         3.679967502        -1830.377394          5717.19415     0.0005510230811                   0     1.771263136e-10       -0.7787938878        -44.62160295         28727699.75
                 825               0.825        -328.1475301         22960.77875     2.296781771e+11         3.683452232        -1829.660358         5729.664386     0.0005519904206                   0     1.771287561e-10       -0.7783811216        -44.59795319         28762563.46
                 826               0.826         -330.559717          22967.1936     2.296666944e+11         3.686938109        -1828.927028         5742.131009     0.0005529581646                   0     1.771316427e-10       -0.7779687196        -44.57432429         28797427.18
                 827               0.827        -332.9248772         22973.61977     2.296551285e+11         3.690425135        -1828.177385         5754.593945     0.0005539263051                   0     1.771338631e-10       -0.7775566791        -44.55071611         28832290.89
                 828               0.828        -335.2429483         22980.05709      2.29643481e+11         3.693913314         -1827.41141         5767.053119     0.0005548948339                   0     1.771351954e-10       -0.7771449973        -44.52712848          28867154.6
                 829               0.829        -337.5138685          22986.5054     2.296317534e+11         3.697402648        -1826.629083         5779.508458     0.0005558637429                   0      1.77138304e-10       -0.7767336718        -44.50356127         28902018.32
                 830                0.83        -339.7375762         22992.96455     2.296199476e+11         3.700893141        -1825.830384         5791.959887      0.000556833024                   0     1.771403024e-10       -0.7763226999        -44.48001431         28936882.03
                 831               0.831        -341.9140103         22999.43436      2.29608065e+11         3.704384796        -1825.015294         5804.407331     0.0005578026689                   0      1.77143189e-10       -0.7759120789        -44.45648746         28971745.74
                 832               0.832        -344.0431099         23005.91468     2.295961073e+11         3.707877616        -1824.183795         5816.850717     0.0005587726692                   0     1.771456315e-10       -0.7755018064        -44.43298058         29006609.46
                 833               0.833        -346.1248147         23012.40535     2.295840763e+11         3.711371602        -1823.335867         5829.289968     0.0005597430167                   0     1.771478519e-10       -0.7750918797        -44.40949351         29041473.17
                 834               0.834        -348.1590646         23018.90621     2.295719735e+11         3.714866759        -1822.471491         5841.725012     0.0005607137029                   0     1.771507385e-10       -0.7746822965        -44.38602612         29076336.88
                 835               0.835        -350.1457999         23025.41708     2.295598006e+11         3.718363088        -1821.590649         5854.155772     0.0005616847194                   0     1.771527369e-10        -0.774273054        -44.36257825          29111200.6
                 836               0.836        -352.0849613         23031.93782     2.295475593e+11         3.721860594        -1820.693323         5866.582174     0.0005626560576                   0     1.771551794e-10       -0.7738641499        -44.33914978         29146064.31
                 837               0.837        -353.9764901         23038.46825     2.295352512e+11         3.725359277        -1819.779493         5879.004143     0.0005636277089                   0     1.771569558e-10       -0.7734555818        -44.31574054         29180928.02
                 838               0.838        -355.8203277         23045.00822      2.29522878e+11         3.728859141        -1818.849143         5891.421603     0.0005645996648                   0     1.771600644e-10        -0.773047347        -44.29235041         29215791.74
                 839               0.839         -357.616416         23051.55755     2.295104413e+11         3.732360188        -1817.902254          5903.83448     0.0005655719164                   0     1.771618408e-10       -0.7726394433        -44.26897925         29250655.45
                 840                0.84        -359.3646975         23058.11608     2.294979428e+11         3.735862421        -1816.938808         5916.242698     0.0005665444552                   0     1.771638392e-10       -0.7722318682        -44.24562692         29285519.16
                 841               0.841        -361.0651149         23064.68365     2.294853843e+11         3.739365843        -1815.958788         5928.646182     0.0005675172723                   0     1.771667257e-10       -0.7718246192        -44.22229327         29320382.88
                 842               0.842        -362.7176113          23071.2601     2.294727673e+11         3.742870455        -1814.962176         5941.044856     0.0005684903587                   0     1.771687241e-10       -0.7714176942        -44.19897819         29355246.59
                 843               0.843        -364.3221304         23077.84524     2.294600935e+11         3.746376259        -1813.948955         5953.438644     0.0005694637057                   0     1.771702784e-10       -0.7710110906        -44.17568152          29390110.3
                 844               0.844        -365.8786163         23084.43893     2.294473646e+11          3.74988326        -1812.919108         5965.827471     0.0005704373043                   0     1.771733871e-10       -0.7706048063        -44.15240314         29424974.02
                 845               0.845        -367.3870134         23091.04099     2.294345822e+11         3.753391457        -1811.872618         5978.211261     0.0005714111454                   0     1.771742753e-10       -0.7701988387        -44.12914291         29459837.73
                 846               0.846        -368.8472667         23097.65125     2.294217482e+11         3.756900855        -1810.809469         5990.589938     0.0005723852199                   0     1.771769398e-10       -0.7697931858        -44.10590071         29494701.44
                 847               0.847        -370.2593215         23104.26955      2.29408864e+11         3.760411454        -1809.729643         6002.963426     0.0005733595188                   0     1.771796043e-10       -0.7693878452         -44.0826764         29529565.16
                 848               0.848        -371.6231237         23110.89572     2.293959315e+11         3.763923258        -1808.633125         6015.331649     0.0005743340328                   0     1.771802705e-10       -0.7689828146        -44.05946986         29564428.87
                 849               0.849        -372.9386195         23117.52959     2.293829523e+11         3.767436267        -1807.519898         6027.694531     0.0005753087527                   0     1.771824909e-10       -0.7685780918        -44.03628096         29599292.58
                 850                0.85        -374.2057557         23124.17099      2.29369928e+11         3.770950484        -1806.389947         6040.051994     0.0005762836692                   0     1.771849334e-10       -0.7681736747        -44.01310956          29634156.3
                 851               0.851        -375.4244795         23130.81975     2.293568604e+11         3.774465912        -1805.243255         6052.403964     0.0005772587729                   0     1.771858216e-10        -0.767769561        -43.98995555         29669020.01
                 852               0.852        -376.5947386          23137.4757     2.293437512e+11         3.777982551        -1804.079807         6064.750363     0.0005782340544                   0      1.77188042e-10       -0.7673657485         -43.9668188         29703883.72
                 853               0.853        -377.7164812         23144.13867      2.29330602e+11         3.781500404        -1802.899588         6077.091116     0.0005792095043                   0     1.771889302e-10       -0.7669622351        -43.94369918         29738747.44
                 854               0.854         -378.789656         23150.80849     2.293174146e+11         3.785019472        -1801.702583         6089.426144      0.000580185113                   0     1.771918168e-10       -0.7665590187        -43.92059659         29773611.15
                 855               0.855         -379.814212         23157.48499     2.293041906e+11         3.788539757        -1800.488776         6101.755372     0.0005811608709                   0      1.77192927e-10       -0.7661560971        -43.89751088         29808474.86
                 856               0.856         -380.790099         23164.16799     2.292909317e+11         3.792061262        -1799.258153         6114.078723     0.0005821367685                   0     1.771942593e-10       -0.7657534683        -43.87444195         29843338.58
                 857               0.857         -381.717267         23170.85733     2.292776396e+11         3.795583987          -1798.0107         6126.396119      0.000583112796                   0     1.771967018e-10       -0.7653511302        -43.85138967         29878202.29
                 858               0.858        -382.5956667         23177.55284     2.292643161e+11         3.799107934        -1796.746401         6138.707484     0.0005840889436                   0     1.771989222e-10       -0.7649490806        -43.82835393            29913066
                 859               0.859        -383.4252494         23184.25433     2.292509628e+11         3.802633105        -1795.465243          6151.01274     0.0005850652017                   0     1.772000324e-10       -0.7645473177        -43.80533461         29947929.72
                 860                0.86        -384.2059666         23190.96163     2.292375814e+11         3.806159501        -1794.167212         6163.311812     0.0005860415602                   0     1.772018088e-10       -0.7641458394        -43.78233159         29982793.43
                 861               0.861        -384.9377706         23197.67458     2.292241736e+11         3.809687124        -1792.852295          6175.60462     0.0005870180094                   0      1.77202697e-10       -0.7637446436        -43.75934477         30017657.14
                 862               0.862         -385.620614         23204.39299     2.292107412e+11         3.813215974        -1791.520477         6187.891088     0.0005879945392                   0     1.772038072e-10       -0.7633437284        -43.73637402         30052520.86
                 863               0.863        -386.2544503          23211.1167     2.291972859e+11         3.816746054        -1790.171746         6200.171139     0.0005889711395                   0     1.772069158e-10       -0.7629430918        -43.71341923         30087384.57
                 864               0.864        -386.8392331         23217.84552     2.291838093e+11         3.820277365        -1788.806088         6212.444694     0.0005899478005                   0     1.772073599e-10       -0.7625427319         -43.6904803         30122248.28
                 865               0.865        -387.3749168         23224.57928     2.291703131e+11         3.823809907        -1787.423491         6224.711677     0.0005909245118                   0     1.772098024e-10       -0.7621426468        -43.66755711            30157112
                 866               0.866        -387.8614563         23231.31781     2.291567992e+11         3.827343682        -1786.023941         6236.972009     0.0005919012633                   0     1.772093583e-10       -0.7617428345        -43.64464956         30191975.71
                 867               0.867        -388.2988071         23238.06093     2.291432691e+11         3.830878692        -1784.607428         6249.225613     0.0005928780447                   0     1.772106906e-10       -0.7613432932        -43.62175753         30226839.42
                 868               0.868        -388.6869252         23244.80846     2.291297247e+11         3.834414936        -1783.173938         6261.472412     0.0005938548458                   0     1.772111347e-10       -0.7609440211        -43.59888092         30261703.14
                 869               0.869        -389.0257672         23251.56023     2.291161676e+11         3.837952417         -1781.72346         6273.712326     0.0005948316562                   0     1.772122449e-10       -0.7605450162        -43.57601962         30296566.85
                 870                0.87        -389.3152903         23258.31605     2.291025995e+11         3.841491135        -1780.255982         6285.945279     0.0005958084655                   0     1.772142433e-10       -0.7601462767        -43.55317354         30331430.56
                 871               0.871        -389.5554521         23265.07575     2.290890222e+11         3.845031091        -1778.771492         6298.171192     0.0005967852632                   0     1.772142433e-10       -0.7597478009        -43.53034255         30366294.28
                 872               0.872        -389.7462109         23271.83915     2.290754374e+11         3.848572286         -1777.26998         6310.389987     0.0005977620387                   0     1.772155755e-10        -0.759349587        -43.50752657         30401157.99
                 873               0.873        -389.8875258         23278.60608     2.290618468e+11         3.852114721        -1775.751434         6322.601586     0.0005987387816                   0     1.772149094e-10       -0.7589516331         -43.4847255          30436021.7
                 874               0.874        -389.9793563         23285.37634     2.290482521e+11         3.855658396        -1774.215845         6334.805911     0.0005997154811                   0     1.772157976e-10       -0.7585539375        -43.46193922         30470885.42
                 875               0.875        -390.0216623         23292.14977     2.290346551e+11         3.859203312          -1772.6632         6347.002882     0.0006006921267                   0     1.772175739e-10       -0.7581564985        -43.43916764         30505749.13
                 876               0.876        -390.0144047         23298.92618     2.290210575e+11          3.86274947        -1771.093491         6359.192423     0.0006016687074                   0     1.772173519e-10       -0.7577593144        -43.41641067         30540612.84
                 877               0.877        -389.9575447         23305.70539      2.29007461e+11          3.86629687        -1769.506707         6371.374454     0.0006026452127                   0     1.772175739e-10       -0.7573623835         -43.3936682         30575476.56
                 878               0.878        -389.8510444         23312.48721     2.289938673e+11         3.869845513        -1767.902839         6383.548897     0.0006036216315                   0     1.772184621e-10       -0.7569657041        -43.37094015         30610340.27
                 879               0.879        -389.6948662         23319.27148     2.289802782e+11           3.8733954        -1766.281876         6395.715673      0.000604597953                   0     1.772189062e-10       -0.7565692746        -43.34822641         30645203.98
                 880                0.88        -389.4889734         23326.05801     2.289666955e+11          3.87694653        -1764.643811         6407.874704     0.0006055741662                   0     1.772195724e-10       -0.7561730932        -43.32552689          30680067.7
                 881               0.881        -389.2333299          23332.8466     2.289531207e+11         3.880498905        -1762.988633         6420.025911     0.0006065502601                   0     1.772213487e-10       -0.7557771585         -43.3028415         30714931.41
                 882               0.882           -388.9279         23339.63709     2.289395558e+11         3.884052523        -1761.316335         6432.169215     0.0006075262237                   0     1.772213487e-10       -0.7553814687        -43.28017015         30749795.12
                 883               0.883         -388.572649         23346.42929     2.289260024e+11         3.887607387        -1759.626908         6444.304538     0.0006085020458                   0     1.772220148e-10       -0.7549860224        -43.25751274         30784658.83
                 884               0.884        -388.1675425         23353.22302     2.289124622e+11         3.891163496        -1757.920344           6456.4318     0.0006094777152                   0     1.772211267e-10       -0.7545908179        -43.23486919         30819522.55
                 885               0.885        -387.7125471         23360.01808      2.28898937e+11         3.894720849        -1756.196635         6468.550922     0.0006104532208                   0     1.772217928e-10       -0.7541958537        -43.21223941         30854386.26
                 886               0.886        -387.2076299          23366.8143     2.288854286e+11         3.898279448        -1754.455773         6480.661826     0.0006114285511                   0      1.77222903e-10       -0.7538011283        -43.18962331         30889249.97
                 887               0.887        -386.6527585         23373.61149     2.288719386e+11         3.901839292        -1752.697752         6492.764432      0.000612403695                   0      1.77222903e-10       -0.7534066401         -43.1670208         30924113.69
                 888               0.888        -386.0479015         23380.40947     2.288584689e+11         3.905400381        -1750.922563         6504.858662     0.0006133786409                   0     1.772231251e-10       -0.7530123878        -43.14443181          30958977.4
                 889               0.889         -385.393028         23387.20805     2.288450211e+11         3.908962716        -1749.130201         6516.944436     0.0006143533775                   0     1.772237912e-10       -0.7526183697        -43.12185623         30993841.11
                 890                0.89        -384.6881078         23394.00705      2.28831597e+11         3.912526295        -1747.320658         6529.021675     0.0006153278933                   0     1.772233471e-10       -0.7522245845          -43.099294         31028704.83
                 891               0.891        -383.9331115         23400.80627     2.288181983e+11         3.916091119         -1745.49393           6541.0903     0.0006163021767                   0      1.77222903e-10       -0.7518310307        -43.07674503         31063568.54
                 892               0.892        -383.1280101         23407.60554     2.288048269e+11         3.919657187        -1743.650009         6553.150231      0.000617276216                   0     1.772244573e-10       -0.7514377069        -43.05420924         31098432.25
                 893               0.893        -382.2727757         23414.40466     2.287914844e+11           3.9232245         -1741.78889         6565.201389     0.0006182499997                   0     1.772235692e-10       -0.7510446117        -43.03168654         31133295.97
                 894               0.894        -381.3673809         23421.20345     2.287781726e+11         3.926793057        -1739.910568         6577.243695     0.0006192235161                   0     1.772242353e-10       -0.7506517437        -43.00917687         31168159.68
                 895               0.895         -380.411799         23428.00172     2.287648932e+11         3.930362857        -1738.015038          6589.27707     0.0006201967533                   0     1.772244573e-10       -0.7502591017        -42.98668013         31203023.39
                 896               0.896         -379.406004         23434.79929      2.28751648e+11           3.9339339        -1736.102295         6601.301433     0.0006211696996                   0     1.772240132e-10       -0.7498666841        -42.96419626         31237887.11
                 897               0.897        -378.3499709         23441.59595     2.287384388e+11         3.937506185        -1734.172334         6613.316705     0.0006221423431                   0     1.772231251e-10       -0.7494744898        -42.94172518         31272750.82
                 898               0.898         -377.243675         23448.39153     2.287252672e+11         3.941079713        -1732.225152         6625.322808     0.0006231146719                   0      1.77222903e-10       -0.7490825173        -42.91926681         31307614.53
                 899               0.899        -376.0870927         23455.18583     2.287121351e+11         3.944654482        -1730.260744          6637.31966     0.0006240866741                   0     1.772231251e-10       -0.7486907655        -42.89682109         31342478.25
                 900                 0.9         -374.880201         23461.97867     2.286990442e+11         3.948230491        -1728.279108         6649.307184     0.0006250583375                   0      1.77222681e-10        -0.748299233        -42.87438793         31377341.96
                 901               0.901        -373.6229777         23468.76986     2.286859963e+11          3.95180774        -1726.280239         6661.285298     0.0006260296502                   0      1.77222681e-10       -0.7479079186        -42.85196727         31412205.67
                 902               0.902        -372.3154012          23475.5592     2.286729931e+11         3.955386228        -1724.264135         6673.253923        0.0006270006                   0     1.772240132e-10       -0.7475168211        -42.82955903         31447069.39
                 903               0.903        -370.9574509          23482.3465     2.286600363e+11         3.958965954        -1722.230794         6685.212981     0.0006279711747                   0     1.772224589e-10       -0.7471259392        -42.80716315          31481933.1
                 904               0.904        -369.5491068         23489.13157     2.286471277e+11         3.962546917        -1720.180212          6697.16239     0.0006289413622                   0     1.772222369e-10       -0.7467352718        -42.78477955         31516796.81
                 905               0.905        -368.0903498         23495.91423     2.286342692e+11         3.966129117        -1718.112388         6709.102071     0.0006299111502                   0     1.772213487e-10       -0.7463448177        -42.76240818         31551660.53
                 906               0.906        -366.5811615         23502.69427     2.286214623e+11         3.969712552        -1716.027321         6721.031945     0.0006308805263                   0     1.772211267e-10       -0.7459545757        -42.74004896         31586524.24
                 907               0.907        -365.0215242         23509.47152      2.28608709e+11         3.973297221        -1713.925008         6732.951932     0.0006318494782                   0     1.772202385e-10       -0.7455645447        -42.71770183         31621387.95
                 908               0.908        -363.4114212         23516.24576     2.285960109e+11         3.976883122         -1711.80545         6744.861951     0.0006328179934                   0     1.772204605e-10       -0.7451747235        -42.69536672         31656251.67
                 909               0.909        -361.7508364         23523.01682     2.285833698e+11         3.980470256        -1709.668644         6756.761923     0.0006337860596                   0     1.772202385e-10       -0.7447851111        -42.67304358         31691115.38
                 910                0.91        -360.0397547          23529.7845     2.285707875e+11         3.984058619        -1707.514591         6768.651769     0.0006347536641                   0     1.772195724e-10       -0.7443957064        -42.65073233         31725979.09
                 911               0.911        -358.2781616          23536.5486     2.285582658e+11         3.987648212        -1705.343291         6780.531408     0.0006357207945                   0     1.772189062e-10       -0.7440065083        -42.62843292         31760842.81
                 912               0.912        -356.4660436         23543.30893     2.285458063e+11         3.991239033        -1703.154744          6792.40076      0.000636687438                   0     1.772175739e-10       -0.7436175157        -42.60614529         31795706.52
                 913               0.913        -354.6033879          23550.0653     2.285334109e+11          3.99483108        -1700.948951         6804.259746     0.0006376535822                   0      1.77217796e-10       -0.7432287277        -42.58386938         31830570.23
                 914               0.914        -352.6901825         23556.81751     2.285210813e+11         3.998424351        -1698.725911         6816.108285     0.0006386192141                   0     1.772164637e-10       -0.7428401432        -42.56160512         31865433.95
                 915               0.915        -350.7264165         23563.56537     2.285088193e+11         4.002018846        -1696.485628         6827.946299     0.0006395843212                   0     1.772157976e-10       -0.7424517612        -42.53935247         31900297.66
                 916               0.916        -348.7120795         23570.30868     2.284966267e+11         4.005614562        -1694.228102         6839.773706     0.0006405488905                   0     1.772137992e-10       -0.7420635807        -42.51711137         31935161.37
                 917               0.917         -346.647162         23577.04724     2.284845051e+11         4.009211499        -1691.953335         6851.590428     0.0006415129093                   0     1.772140212e-10       -0.7416756008        -42.49488176         31970025.09
                 918               0.918        -344.5316557         23583.78087     2.284724564e+11         4.012809653        -1689.661329         6863.396384     0.0006424763647                   0      1.77212911e-10       -0.7412878206        -42.47266359          32004888.8
                 919               0.919        -342.3655526         23590.50936     2.284604824e+11         4.016409024        -1687.352088         6875.191494     0.0006434392437                   0     1.772100244e-10       -0.7409002391         -42.4504568         32039752.51
                 920                0.92         -340.148846         23597.23252     2.284485847e+11         4.020009609        -1685.025614         6886.975678     0.0006444015332                   0     1.772095803e-10       -0.7405128554        -42.42826135         32074616.23
                 921               0.921          -337.88153         23603.95015     2.284367653e+11         4.023611406        -1682.681911         6898.748857     0.0006453632204                   0     1.772073599e-10       -0.7401256686        -42.40607718         32109479.94
                 922               0.922        -335.5635993         23610.66205     2.284250257e+11         4.027214415        -1680.320981         6910.510951     0.0006463242922                   0     1.772049174e-10       -0.7397386779        -42.38390425         32144343.65
                 923               0.923        -333.1950497         23617.36803     2.284133679e+11         4.030818631         -1677.94283         6922.261879     0.0006472847353                   0     1.772051395e-10       -0.7393518823         -42.3617425         32179207.37
                 924               0.924         -330.775878          23624.0679     2.284017935e+11         4.034424054        -1675.547461         6934.001563     0.0006482445366                   0      1.77202919e-10       -0.7389652812        -42.33959188         32214071.08
                 925               0.925        -328.3060817         23630.76144     2.283903043e+11         4.038030682         -1673.13488         6945.729922      0.000649203683                   0     1.772024749e-10       -0.7385788736        -42.31745236         32248934.79
                 926               0.926        -325.7856591         23637.44846     2.283789021e+11         4.041638511        -1670.705091         6957.446876     0.0006501621612                   0     1.772009206e-10       -0.7381926588        -42.29532388         32283798.51
                 927               0.927        -323.2146097         23644.12877     2.283675887e+11         4.045247541        -1668.258099         6969.152346     0.0006511199579                   0     1.771998104e-10        -0.737806636         -42.2732064         32318662.22
                 928               0.928        -320.5929337         23650.80217     2.283563658e+11         4.048857767        -1665.793912         6980.846251     0.0006520770597                   0     1.771984781e-10       -0.7374208044        -42.25109988         32353525.93
                 929               0.929        -317.9206322         23657.46845     2.283452352e+11         4.052469189        -1663.312534         6992.528513     0.0006530334533                   0     1.771964797e-10       -0.7370351632        -42.22900427         32388389.65
                 930                0.93        -315.1977073         23664.12742     2.283341986e+11         4.056081803        -1660.813972         7004.199051     0.0006539891252                   0     1.771951474e-10       -0.7366497118        -42.20691953         32423253.36
                 931               0.931         -312.424162         23670.77888     2.283232578e+11         4.059695608        -1658.298234         7015.857786     0.0006549440621                   0     1.771935931e-10       -0.7362644495        -42.18484563         32458117.07
                 932               0.932        -309.6000003         23677.42263     2.283124147e+11           4.0633106        -1655.765327         7027.504638     0.0006558982503                   0     1.771922609e-10       -0.7358793755        -42.16278251         32492980.79
                 933               0.933         -306.725227         23684.05847     2.283016708e+11         4.066926776        -1653.215257         7039.139527     0.0006568516763                   0     1.771922609e-10       -0.7354944892        -42.14073015          32527844.5
                 934               0.934        -303.7998479         23690.68619     2.282910281e+11         4.070544135        -1650.648034         7050.762375     0.0006578043266                   0     1.771893743e-10       -0.7351097899        -42.11868851         32562708.21
                 935               0.935        -300.8238697          23697.3056     2.282804882e+11         4.074162673        -1648.063666           7062.3731     0.0006587561876                   0     1.771869318e-10        -0.734725277        -42.09665754         32597571.93
                 936               0.936        -297.7973002          23703.9165      2.28270053e+11         4.077782388        -1645.462161         7073.971625     0.0006597072455                   0     1.771858216e-10       -0.7343409499        -42.07463722         32632435.64
                 937               0.937         -294.720148         23710.51869     2.282597242e+11         4.081403276        -1642.843529         7085.557869     0.0006606574866                   0     1.771844893e-10        -0.733956808        -42.05262751         32667299.35
                 938               0.938        -291.5924227         23717.11196     2.282495035e+11         4.085025336        -1640.207779         7097.131753     0.0006616068973                   0     1.771827129e-10       -0.7335728506        -42.03062837         32702163.07
                 939               0.939        -288.4141349         23723.69611     2.282393928e+11         4.088648563        -1637.554922         7108.693197     0.0006625554637                   0     1.771818248e-10       -0.7331890773        -42.00863978         32737026.78
                 940                0.94        -285.1852961         23730.27095     2.282293937e+11         4.092272954        -1634.884967         7120.242123      0.000663503172                   0     1.771798264e-10       -0.7328054874         -41.9866617         32771890.49
                 941               0.941        -281.9059189         23736.83626     2.282195081e+11         4.095898507        -1632.197925         7131.778451     0.0006644500083                   0      1.77177828e-10       -0.7324220805         -41.9646941         32806754.21
                 942               0.942        -278.5760168         23743.39185     2.282097377e+11         4.099525219        -1629.493808         7143.302102     0.0006653959589                   0     1.771767177e-10        -0.732038856        -41.94273695         32841617.92
                 943               0.943        -275.1956043         23749.93752     2.282000843e+11         4.103153085        -1626.772626         7154.812996     0.0006663410096                   0     1.771744973e-10       -0.7316558134        -41.92079023         32876481.63
                 944               0.944        -271.7646968         23756.47307     2.281905496e+11         4.106782104        -1624.034392         7166.311055     0.0006672851467                   0     1.771720548e-10       -0.7312729523         -41.8988539         32911345.35
